Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-11-03 00:00:00-04:00,21.420000076293945,32.439998626708984,21.200000762939453,28.889999389648438,38312800,0.0,0.0
2021-11-04 00:00:00-04:00,26.643999099731445,27.6299991607666,24.5,25.950000762939453,7421800,0.0,0.0
2021-11-05 00:00:00-04:00,26.770000457763672,28.399999618530273,25.148000717163086,26.030000686645508,3471300,0.0,0.0
2021-11-08 00:00:00-05:00,25.889999389648438,26.5,23.950000762939453,24.559999465942383,2179700,0.0,0.0
2021-11-09 00:00:00-05:00,24.100000381469727,24.350000381469727,20.899999618530273,21.75,4671700,0.0,0.0
2021-11-10 00:00:00-05:00,21.93000030517578,22.059999465942383,20.25,20.6200008392334,3307100,0.0,0.0
2021-11-11 00:00:00-05:00,20.979999542236328,21.889999389648438,20.829999923706055,21.239999771118164,1244500,0.0,0.0
2021-11-12 00:00:00-05:00,21.68000030517578,21.979999542236328,21.010000228881836,21.149999618530273,1229100,0.0,0.0
2021-11-15 00:00:00-05:00,21.219999313354492,22.615999221801758,20.690000534057617,21.040000915527344,1663600,0.0,0.0
2021-11-16 00:00:00-05:00,21.6200008392334,23.184999465942383,21.260000228881836,23.030000686645508,2009100,0.0,0.0
2021-11-17 00:00:00-05:00,23.3700008392334,25.450000762939453,22.469999313354492,24.639999389648438,3258800,0.0,0.0
2021-11-18 00:00:00-05:00,24.40999984741211,28.729999542236328,24.239999771118164,26.760000228881836,3386500,0.0,0.0
2021-11-19 00:00:00-05:00,26.760000228881836,27.0,24.280000686645508,24.399999618530273,1500900,0.0,0.0
2021-11-22 00:00:00-05:00,24.5,24.739999771118164,21.010000228881836,21.829999923706055,2206600,0.0,0.0
2021-11-23 00:00:00-05:00,21.860000610351562,22.329999923706055,18.350000381469727,18.899999618530273,2921100,0.0,0.0
2021-11-24 00:00:00-05:00,19.450000762939453,20.600000381469727,18.902999877929688,20.290000915527344,3592500,0.0,0.0
2021-11-26 00:00:00-05:00,19.649999618530273,20.06999969482422,18.739999771118164,19.75,1690700,0.0,0.0
2021-11-29 00:00:00-05:00,20.260000228881836,20.34000015258789,18.639999389648438,18.81999969482422,2811100,0.0,0.0
2021-11-30 00:00:00-05:00,18.770000457763672,19.8799991607666,18.329999923706055,19.239999771118164,2745700,0.0,0.0
2021-12-01 00:00:00-05:00,18.3700008392334,18.479999542236328,15.609999656677246,16.059999465942383,7797600,0.0,0.0
2021-12-02 00:00:00-05:00,16.360000610351562,16.899999618530273,15.489999771118164,16.06999969482422,3318800,0.0,0.0
2021-12-03 00:00:00-05:00,16.1200008392334,16.350000381469727,13.90999984741211,14.1899995803833,5863100,0.0,0.0
2021-12-06 00:00:00-05:00,14.545000076293945,16.34000015258789,14.180000305175781,14.720000267028809,4449500,0.0,0.0
2021-12-07 00:00:00-05:00,15.34000015258789,16.549999237060547,14.829999923706055,16.049999237060547,2164700,0.0,0.0
2021-12-08 00:00:00-05:00,16.049999237060547,16.299999237060547,14.760000228881836,14.920000076293945,2132800,0.0,0.0
2021-12-09 00:00:00-05:00,15.0,15.437999725341797,14.899999618530273,15.239999771118164,606100,0.0,0.0
2021-12-10 00:00:00-05:00,15.390000343322754,15.779999732971191,13.600000381469727,13.960000038146973,2721400,0.0,0.0
2021-12-13 00:00:00-05:00,14.25,14.329999923706055,12.5600004196167,12.960000038146973,2164300,0.0,0.0
2021-12-14 00:00:00-05:00,12.890000343322754,15.369999885559082,12.890000343322754,15.239999771118164,1681400,0.0,0.0
2021-12-15 00:00:00-05:00,14.65999984741211,14.899999618530273,13.770000457763672,14.729999542236328,1342900,0.0,0.0
